,App,Category,CategoryNum,Rating,Reviews,Size,Installs,Free,Price,Content Rating,Content RatingNum,Genre_1,Genre_2,Last Updated,Current Ver,Android Ver
1207,PokÃ©mon GO,GAME,18,4,10424925,85000000,100000000,1,0,Everyone,1,Adventure,nan,23/07/2018,0.111.3,4.4
1208,Wordscapes,GAME,18,4,230727,87000000,10000000,1,0,Everyone,1,Word,nan,08/02/2018,1.0.47,4.1
1209,Paint Hit,GAME,18,4,37023,33000000,10000000,1,0,Everyone,1,Casual,nan,07/06/2018,5.2,5
1210,Snake VS Block,GAME,18,4,422244,32000000,50000000,1,0,Teen,2,Arcade,nan,23/04/2018,1.24,4.1
1211,Rolly Vortex,GAME,18,4,98123,40000000,10000000,1,0,Teen,2,Arcade,nan,25/05/2018,1.7.0,4.1
1212,Woody Puzzle,GAME,18,4,21262,29000000,1000000,1,0,Everyone,1,Puzzle,nan,08/03/2018,1.0.9,4.4
1213,Stack Jump,GAME,18,4,118253,40000000,10000000,1,0,Teen,2,Arcade,nan,05/03/2018,1.4.6,4.1
1214,Color by Number â€“ New Coloring Book,GAME,18,4,141529,24000000,5000000,1,0,Everyone 10+,3,Board,nan,08/01/2018,2.0.6,4.1
1215,The Cube,GAME,18,4,70226,38000000,5000000,1,0,Everyone,1,Arcade,nan,25/07/2018,1.2.9,4.1
1216,Extreme Car Driving Simulator,GAME,18,4,2251012,52000000,100000000,1,0,Everyone,1,Racing,nan,05/03/2018,4.17.2,4
1217,The Fish Master!,GAME,18,4,15763,54000000,1000000,1,0,Everyone,1,Arcade,nan,17/07/2018,1.6,4.1
1218,Color Road,GAME,18,4,84911,71000000,10000000,1,0,Everyone,1,Arcade,nan,19/07/2018,2.5.0,4.1
1219,Draw In,GAME,18,4,46416,73000000,10000000,1,0,Everyone,1,Arcade,nan,23/07/2018,1.0.8,4.1
1220,Block Craft 3D: Building Simulator Games For Free,GAME,18,4,946926,57000000,50000000,1,0,Everyone,1,Simulation,nan,03/05/2018,2.10.2,4.0.3
1221,PLANK!,GAME,18,4,7196,38000000,500000,1,0,Everyone,1,Arcade,nan,17/07/2018,1.0.2,4.3
1222,Looper!,GAME,18,4,48256,62000000,1000000,1,0,Everyone,1,Puzzle,nan,20/07/2018,1.2.0,4.1
1223,Trivia Crack,GAME,18,4,6427773,95000000,100000000,1,0,Everyone,1,Trivia,nan,08/03/2018,2.79.0,4.1
1224,Will it Crush?,GAME,18,3,25825,16000000,5000000,1,0,Everyone,1,Simulation,nan,22/05/2018,1.3.3,4.4
1225,Tomb of the Mask,GAME,18,4,55380,39000000,5000000,1,0,Everyone,1,Action,nan,24/07/2018,1.2.1,5
1226,Baseball Boy!,GAME,18,3,148177,78000000,10000000,1,0,Everyone,1,Arcade,nan,27/07/2018,1.7.2,4.1
1227,PUBG MOBILE,GAME,18,4,3715656,36000000,50000000,1,0,Teen,2,Action,nan,24/07/2018,0.7.0,4.3
1228,Hello Stars,GAME,18,4,101686,31000000,10000000,1,0,Everyone,1,Puzzle,nan,08/04/2018,1.8.2,4.1
1229,Tank Stars,GAME,18,4,174755,98000000,10000000,1,0,Everyone 10+,3,Arcade,nan,07/11/2018,1.1.1,5
1230,Castle Clash: Heroes of the Empire US,GAME,18,4,4578476,24000000,50000000,1,0,Everyone 10+,3,Strategy,nan,17/07/2018,1.4.51,4.1
1231,Hole.io,GAME,18,4,145353,85000000,10000000,1,0,Teen,2,Arcade,nan,24/07/2018,1.3.1,4.1
1232,Helix Jump,GAME,18,4,1499373,33000000,100000000,1,0,Everyone,1,Action,nan,04/09/2018,1.0.6,4.1
1233,Mini Golf King - Multiplayer Game,GAME,18,4,531458,100000000,5000000,1,0,Everyone,1,Sports,nan,20/07/2018,3.04.1,4.0.3
1234,PUBG MOBILE,GAME,18,4,3714270,36000000,50000000,1,0,Teen,2,Action,nan,24/07/2018,0.7.0,4.3
1235,Flip the Gun - Simulator Game,GAME,18,4,195558,86000000,10000000,1,0,Everyone,1,Arcade,nan,26/07/2018,1.2,5
1236,Mad Skills BMX 2,GAME,18,4,29940,80000000,1000000,1,0,Everyone,1,Action,nan,26/07/2018,1.1.4,4.1
1237,Wordscapes,GAME,18,4,230727,87000000,10000000,1,0,Everyone,1,Word,nan,08/02/2018,1.0.47,4.1
1238,"MMX Hill Dash 2 â€“ Offroad Truck, Car & Bike Racing",GAME,18,4,41975,79000000,1000000,1,0,Everyone,1,Racing,nan,19/07/2018,3.00.11034,5
1239,Word Link,GAME,18,4,216675,30000000,10000000,1,0,Everyone,1,Word,nan,08/01/2018,2.2.7,4.1
1240,Last Day on Earth: Survival,GAME,18,4,2311785,87000000,10000000,1,0,Teen,2,Action,nan,08/01/2018,1.9.3,4.1
1241,MARVEL Strike Force,GAME,18,4,165888,91000000,5000000,1,0,Teen,2,Role Playing,nan,31/07/2018,1.4.0,4.4
1242,Partymasters - Fun Idle Game,GAME,18,4,541144,63000000,10000000,1,0,Teen,2,Arcade,nan,07/12/2018,1.2.5,5
1243,Grim Soul: Dark Fantasy Survival,GAME,18,4,189773,95000000,5000000,1,0,Teen,2,Role Playing,nan,18/07/2018,1.1.1,4.1
1244,DRAGON BALL LEGENDS,GAME,18,4,337752,48000000,5000000,1,0,Teen,2,Action,nan,08/03/2018,1.11.0,6
1245,New YAHTZEEÂ® With Buddies Dice Game,GAME,18,4,42079,93000000,5000000,1,0,Everyone,1,Board,nan,07/05/2018,5.6.5,4.1
1246,Word Crossy - A crossword game,GAME,18,4,240416,53000000,5000000,1,0,Everyone,1,Word,nan,08/01/2018,2.2.3,4.0.3
1247,MLB TAP SPORTS BASEBALL 2018,GAME,18,4,32506,82000000,1000000,1,0,Everyone,1,Sports,nan,27/06/2018,1.2.1,4.2
1248,Hero Hunters,GAME,18,4,70747,99000000,5000000,1,0,Teen,2,Action,nan,31/07/2018,1.7,4.4
1249,Cooking Madness - A Chef's Restaurant Games,GAME,18,4,358817,49000000,10000000,1,0,Everyone,1,Arcade,nan,30/07/2018,1.2.2,4.1
1250,Ice Crush 2018 - A new Puzzle Matching Adventure,GAME,18,4,15403,25000000,1000000,1,0,Everyone,1,Casual,nan,08/02/2018,1.8.1,4.1
1251,Merge Dragons!,GAME,18,4,214777,91000000,5000000,1,0,Everyone,1,Puzzle,nan,30/07/2018,3.6.0,4.1
1252,SHADOWGUN LEGENDS,GAME,18,4,100609,52000000,1000000,1,0,Teen,2,Action,nan,16/07/2018,0.5.4,6
1253,RULES OF SURVIVAL,GAME,18,4,1343866,56000000,10000000,1,0,Teen,2,Action,nan,08/01/2018,1.180271.184729,4
1254,Mafia City,GAME,18,4,168717,56000000,10000000,1,0,Mature 17+,4,Strategy,nan,08/03/2018,1.3.205,2.3
1255,"Cash, Inc. Money Clicker Game & Business Adventure",GAME,18,4,549720,85000000,10000000,1,0,Everyone,1,Simulation,nan,19/07/2018,2.1.1.4.0,4.4
1256,Dino War: Rise of Beasts,GAME,18,4,18996,81000000,1000000,1,0,Teen,2,Strategy,nan,08/01/2018,1.5.2,4.1
1257,Tokyo Ghoul: Dark War,GAME,18,4,25094,82000000,1000000,1,0,Teen,2,Role Playing,nan,07/06/2018,1.2.0,4.3
1258,Last Shelter: Survival,GAME,18,4,93033,98000000,5000000,1,0,Teen,2,Strategy,nan,08/04/2018,1.250.078,4.0.3
1259,Guns of Glory,GAME,18,4,120592,77000000,10000000,1,0,Everyone 10+,3,Strategy,nan,31/07/2018,2.0.2,4.0.3
1260,Lineage 2: Revolution,GAME,18,4,187972,99000000,5000000,1,0,Teen,2,Role Playing,nan,07/11/2018,1.05.20,4.4
1261,Girls' Frontline,GAME,18,4,2055,96000000,100000,1,0,Teen,2,Strategy,nan,18/05/2018,2.0081_206,4.0.3
1262,Chapters: Interactive Stories,GAME,18,4,73539,96000000,1000000,1,0,Mature 17+,4,Role Playing,nan,08/02/2018,1.3.3,4.3
1263,Honkai Impact 3rd,GAME,18,4,59017,82000000,1000000,1,0,Teen,2,Action,nan,07/03/2018,2.2.1,4.3
1264,Master of Eternity(MOE),GAME,18,4,5829,70000000,100000,1,0,Teen,2,Strategy,nan,26/07/2018,1.8.2,4.4
1265,The Game of Life,GAME,18,4,18621,63000000,100000,0,2.99,Everyone,1,Board,nan,07/04/2018,2.1.2,4.4
1266,Clue,GAME,18,4,19922,35000000,100000,0,1.99,Everyone 10+,3,Board,nan,30/07/2018,2.2.5,5
1267,The Room: Old Sins,GAME,18,4,21119,48000000,100000,0,4.99,Everyone,1,Puzzle,nan,18/04/2018,1.0.1,4.4
1268,The Escapists,GAME,18,4,7412,84000000,100000,0,4.99,Teen,2,Strategy,nan,26/04/2018,1.1.0,2.3
1269,RollerCoaster TycoonÂ® Classic,GAME,18,4,10795,69000000,100000,0,5.99,Everyone,1,Simulation,nan,21/12/2017,1.2.1.1712080,4.0.3
1270,Call of Duty:Black Ops Zombies,GAME,18,4,13004,46000000,100000,0,6.99,Teen,2,Action,nan,20/12/2016,1.0.11,2.3.3
1271,Star Wars â„¢: DIRTY,GAME,18,4,38207,15000000,100000,0,9.99,Teen,2,Role Playing,nan,19/10/2015,1.0.6,4.1
1272,Monument Valley 2,GAME,18,4,9394,33000000,100000,0,4.99,Everyone,1,Puzzle,nan,30/11/2017,1.2.9,4.4
1273,DRAGON BALL LEGENDS,GAME,18,4,337913,48000000,5000000,1,0,Teen,2,Action,nan,08/03/2018,1.11.0,6
1274,ROBLOX,GAME,18,4,4449882,67000000,100000000,1,0,Everyone 10+,3,Adventure,Action & Adventure,31/07/2018,2.347.225742,4.1
1275,Candy Crush Saga,GAME,18,4,22429716,74000000,500000000,1,0,Everyone,1,Casual,nan,07/05/2018,1.129.0.2,4.1
1276,Angry Birds 2,GAME,18,4,3883589,57000000,100000000,1,0,Everyone,1,Casual,nan,26/07/2018,2.21.1,4.1
1277,8 Ball Pool,GAME,18,4,14200550,52000000,100000000,1,0,Everyone,1,Sports,nan,31/07/2018,4.0.0,4.0.3
1278,Fallout Shelter,GAME,18,4,2719142,25000000,10000000,1,0,Teen,2,Simulation,nan,06/11/2018,1.13.12,4.1
1279,PUBG MOBILE,GAME,18,4,3716278,36000000,50000000,1,0,Teen,2,Action,nan,24/07/2018,0.7.0,4.3
1280,The Simsâ„¢ FreePlay,GAME,18,4,931595,31000000,10000000,1,0,Teen,2,Simulation,nan,16/07/2018,5.39.1,4.0.3
1281,MARVEL Strike Force,GAME,18,4,165928,91000000,5000000,1,0,Teen,2,Role Playing,nan,31/07/2018,1.4.0,4.4
1282,MARVEL Contest of Champions,GAME,18,4,2468063,92000000,50000000,1,0,Teen,2,Action,nan,30/07/2018,19.1.0,4.0.3
1283,Jurassic Worldâ„¢ Alive,GAME,18,4,309176,70000000,5000000,1,0,Everyone 10+,3,Simulation,nan,08/02/2018,1.3.15,4.4
1284,Choices: Stories You Play,GAME,18,4,807338,93000000,10000000,1,0,Teen,2,Simulation,nan,30/07/2018,2.3.5,4.0.3
1285,Solitaire TriPeaks,GAME,18,4,446434,52000000,10000000,1,0,Everyone,1,Card,nan,08/01/2018,4.6.2.46103,4.0.3
1286,Merge Dragons!,GAME,18,4,214819,91000000,5000000,1,0,Everyone,1,Puzzle,nan,30/07/2018,3.6.0,4.1
1287,The Walking Dead: Road to Survival,GAME,18,4,522466,37000000,10000000,1,0,Mature 17+,4,Role Playing,nan,19/06/2018,12.0.4.62276,4.0.3
1288,Hustle Castle: Fantasy Kingdom,GAME,18,4,584126,64000000,10000000,1,0,Everyone 10+,3,Role Playing,nan,27/07/2018,1.5.4,4.1
1289,Might & Magic: Elemental Guardians,GAME,18,4,32551,35000000,500000,1,0,Mature 17+,4,Role Playing,nan,07/12/2018,1.93,4.4
1290,Game of Thrones: Conquestâ„¢,GAME,18,4,90218,97000000,1000000,1,0,Teen,2,Strategy,nan,08/03/2018,1.8.225278,6
1291,Love Nikki-Dress UP Queen,GAME,18,4,212524,93000000,5000000,1,0,Everyone,1,Role Playing,nan,24/07/2018,3.0.0,4.0.3
1292,Summoners War,GAME,18,4,2045554,28000000,50000000,1,0,Teen,2,Role Playing,nan,30/07/2018,4.0.1,4.0.3
1293,FINAL FANTASY BRAVE EXVIUS,GAME,18,4,745684,83000000,5000000,1,0,Teen,2,Role Playing,nan,17/07/2018,3.0.2,4.0.3
1294,Idle Heroes,GAME,18,4,416540,99000000,10000000,1,0,Everyone 10+,3,Role Playing,nan,30/05/2018,1.14.0,2.3
1295,Fate/Grand Order (English),GAME,18,4,16601,55000000,500000,1,0,Teen,2,Role Playing,nan,26/07/2018,1.18.0,4
1296,Honkai Impact 3rd,GAME,18,4,59017,82000000,1000000,1,0,Teen,2,Action,nan,07/03/2018,2.2.1,4.3
1297,Lords Mobile: Battle of the Empires - Strategy RPG,GAME,18,4,3057481,14000000,50000000,1,0,Teen,2,Strategy,nan,26/07/2018,1.76,2.3
1298,War and Order,GAME,18,4,224514,81000000,5000000,1,0,Teen,2,Strategy,nan,18/07/2018,1.1.8,4.0.3
1299,Candy Crush Saga,GAME,18,4,22430188,74000000,500000000,1,0,Everyone,1,Casual,nan,07/05/2018,1.129.0.2,4.1
1300,ROBLOX,GAME,18,4,4449910,67000000,100000000,1,0,Everyone 10+,3,Adventure,Action & Adventure,31/07/2018,2.347.225742,4.1
1301,8 Ball Pool,GAME,18,4,14201891,52000000,100000000,1,0,Everyone,1,Sports,nan,31/07/2018,4.0.0,4.0.3
1302,Subway Surfers,GAME,18,4,27725352,76000000,1000000000,1,0,Everyone 10+,3,Arcade,nan,07/12/2018,1.90.0,4.1
1303,Candy Crush Soda Saga,GAME,18,4,6199095,67000000,100000000,1,0,Everyone,1,Casual,nan,07/10/2018,1.118.4,4.1
1304,Zombie Hunter King,GAME,18,4,10493,50000000,1000000,1,0,Mature 17+,4,Action,nan,08/01/2018,1.0.8,2.3
1305,Bubble Shooter,GAME,18,4,148945,46000000,10000000,1,0,Everyone,1,Casual,nan,17/07/2018,1.20.1,4.0.3
1306,Clash Royale,GAME,18,4,23136735,97000000,100000000,1,0,Everyone 10+,3,Strategy,nan,27/06/2018,2.3.2,4.1
1307,Clash of Clans,GAME,18,4,44893888,98000000,100000000,1,0,Everyone 10+,3,Strategy,nan,15/07/2018,10.322.16,4.1
1308,Farm Heroes Saga,GAME,18,4,7614415,70000000,100000000,1,0,Everyone,1,Casual,nan,26/07/2018,5.1.8,2.3
1309,Plants vs. Zombies FREE,GAME,18,4,4067651,69000000,100000000,1,0,Everyone 10+,3,Strategy,nan,07/06/2018,2.2.00,4.1
1310,Word Search,GAME,18,4,295576,3900000,10000000,1,0,Everyone,1,Word,nan,06/06/2018,1.1.3,3
1311,Block Puzzle,GAME,18,4,59907,7800000,5000000,1,0,Everyone,1,Puzzle,nan,03/06/2018,2.9,2.3
1312,Super Jim Jump - pixel 3d,GAME,18,4,10460,18000000,1000000,1,0,Everyone,1,Arcade,nan,07/11/2018,2.2.3181,4
1313,Pou,GAME,18,4,10486018,24000000,500000000,1,0,Everyone,1,Casual,nan,25/05/2018,1.4.77,4
1314,Temple Run 2,GAME,18,4,8119151,62000000,500000000,1,0,Everyone,1,Action,nan,07/05/2018,1.49.1,4
1315,Flow Free,GAME,18,4,1295625,11000000,100000000,1,0,Everyone,1,Puzzle,nan,04/11/2018,4,4.1
1316,Wordscapes,GAME,18,4,230849,87000000,10000000,1,0,Everyone,1,Word,nan,08/02/2018,1.0.47,4.1
1317,My Talking Angela,GAME,18,4,9883367,99000000,100000000,1,0,Everyone,1,Casual,nan,07/03/2018,3.7.2.51,4.1
1318,Cooking Fever,GAME,18,4,3198176,82000000,100000000,1,0,Everyone,1,Arcade,nan,07/12/2018,2.8.0,4.0.3
1319,Yes day,GAME,18,4,10055521,94000000,100000000,1,0,Everyone,1,Casual,nan,28/06/2018,1_39_93,4.0.3
1320,Score! Hero,GAME,18,4,5419676,96000000,100000000,1,0,Everyone,1,Sports,nan,13/06/2018,1.751,4.4
1321,Zombie Catchers,GAME,18,4,990723,75000000,10000000,1,0,Everyone,1,Action,nan,24/05/2018,1.0.27,4.1
1322,Jewels Star: OZ adventure,GAME,18,4,21892,14000000,1000000,1,0,Everyone,1,Puzzle,nan,29/12/2017,1.3,4
1323,Granny,GAME,18,4,1138239,59000000,50000000,1,0,Teen,2,Arcade,nan,29/05/2018,1.4.0.1,4
1324,Dream League Soccer 2018,GAME,18,4,9883806,74000000,100000000,1,0,Everyone,1,Sports,nan,16/07/2018,5.064,4.4
1325,Sweet Fruit Candy,GAME,18,4,197540,29000000,10000000,1,0,Everyone,1,Puzzle,nan,16/07/2018,79,4.1
1326,Fruits Bomb,GAME,18,4,74695,17000000,10000000,1,0,Everyone,1,Casual,nan,07/06/2018,3.3.3179,4.0.3
1327,Angry Birds Classic,GAME,18,4,5566889,97000000,100000000,1,0,Everyone,1,Arcade,nan,24/05/2018,7.9.3,4.1
1328,Talking Tom Gold Run,GAME,18,4,2698882,78000000,100000000,1,0,Everyone,1,Action,nan,31/07/2018,2.8.2.59,4.1
1329,Hill Climb Racing,GAME,18,4,8923818,63000000,100000000,1,0,Everyone,1,Racing,nan,07/02/2018,1.37.2,4.2
1330,Pixel Art: Color by Number Game,GAME,18,4,1125438,25000000,10000000,1,0,Everyone,1,Puzzle,nan,17/07/2018,3.9.2,4.3
1331,Shoot Bubble - Fruit Splash,GAME,18,4,29445,29000000,5000000,1,0,Everyone,1,Casual,nan,05/11/2018,14,4.0.3
1332,Rider,GAME,18,4,655145,72000000,10000000,1,0,Teen,2,Arcade,nan,17/07/2017,1.2.1,4.0.3
1333,Garena Free Fire,GAME,18,4,5476569,53000000,100000000,1,0,Teen,2,Action,nan,08/03/2018,1.21.0,4.0.3
1334,Subway Surfers,GAME,18,4,27725352,76000000,1000000000,1,0,Everyone 10+,3,Arcade,nan,07/12/2018,1.90.0,4.1
1335,Helix Jump,GAME,18,4,1500999,33000000,100000000,1,0,Everyone,1,Action,nan,04/09/2018,1.0.6,4.1
1336,Crossy Road,GAME,18,4,4230886,60000000,100000000,1,0,Everyone,1,Action,nan,08/01/2018,3.1.0,5
1337,Temple Run 2,GAME,18,4,8119154,62000000,500000000,1,0,Everyone,1,Action,nan,07/05/2018,1.49.1,4
1338,Talking Tom Gold Run,GAME,18,4,2698889,78000000,100000000,1,0,Everyone,1,Action,nan,31/07/2018,2.8.2.59,4.1
1339,Zombie Catchers,GAME,18,4,990663,75000000,10000000,1,0,Everyone,1,Action,nan,24/05/2018,1.0.27,4.1
1340,Swamp Attack,GAME,18,4,2119218,70000000,50000000,1,0,Everyone 10+,3,Action,nan,29/06/2018,3.0.1,4.1
1341,Earn to Die 2,GAME,18,4,1327265,99000000,50000000,1,0,Teen,2,Racing,nan,04/12/2017,1.3,2.3.3
1342,Miraculous Ladybug & Cat Noir - The Official Game,GAME,18,4,184210,99000000,10000000,1,0,Everyone,1,Action,nan,30/07/2018,1.0.6,4.4
1343,Hungry Shark World,GAME,18,4,1242855,27000000,50000000,1,0,Teen,2,Action,nan,18/07/2018,3.0.0,4.2
1344,Dude Perfect 2,GAME,18,4,401425,70000000,10000000,1,0,Everyone,1,Action,nan,04/12/2017,1.6.1,4.0.3
1345,Shadow Fight 2,GAME,18,4,10979062,88000000,100000000,1,0,Everyone 10+,3,Action,nan,07/02/2018,1.9.38,3
1346,Alto's Adventure,GAME,18,4,515657,63000000,10000000,1,0,Everyone,1,Action,nan,06/05/2018,1.7.1,4
1347,DEER HUNTER 2018,GAME,18,4,955656,82000000,10000000,1,0,Teen,2,Action,nan,26/06/2018,5.1.2,3
1348,DRAGON BALL LEGENDS,GAME,18,4,337913,48000000,5000000,1,0,Teen,2,Action,nan,08/03/2018,1.11.0,6
1349,Cover Fire: offline shooting games for free,GAME,18,4,725897,31000000,10000000,1,0,Teen,2,Action,nan,08/03/2018,1.8.20,4.1
1350,Anger of stick 5 : zombie,GAME,18,4,549039,23000000,50000000,1,0,Teen,2,Action,nan,08/03/2018,1.1.5,2.3
1351,Soul Knight,GAME,18,4,292164,59000000,10000000,1,0,Everyone 10+,3,Action,nan,08/01/2018,1.8.4,4.1
1352,Major Mayhem,GAME,18,4,520962,39000000,10000000,1,0,Teen,2,Action,nan,28/06/2017,108,4
1353,DINO HUNTER: DEADLY SHORES,GAME,18,4,1381820,54000000,10000000,1,0,Teen,2,Action,nan,14/03/2017,3.1.1,3
1354,Strawberry Shortcake BerryRush,GAME,18,4,525517,48000000,10000000,1,0,Everyone,1,Action,Action & Adventure,15/10/2017,1.2.3,2.3
1355,Power Rangers Dino Charge,GAME,18,4,194969,30000000,10000000,1,0,Everyone 10+,3,Action,nan,29/01/2018,1.4.0,4.1
1356,Zombie Hunter: Post Apocalypse Survival Games,GAME,18,4,327599,66000000,10000000,1,0,Teen,2,Action,nan,28/07/2017,2.4.2,2.3.3
1357,Agar.io,GAME,18,4,3816799,32000000,100000000,1,0,Everyone,1,Action,nan,23/07/2018,2.2.8,4.0.3
1358,Zombie Hunter King,GAME,18,4,10538,50000000,1000000,1,0,Mature 17+,4,Action,nan,08/01/2018,1.0.8,2.3
1359,Garena Free Fire,GAME,18,4,5476569,53000000,100000000,1,0,Teen,2,Action,nan,08/03/2018,1.21.0,4.0.3
1360,Battlelands Royale,GAME,18,4,105620,61000000,1000000,1,0,Everyone 10+,3,Action,nan,16/07/2018,0.5.8,4.1
1361,Once Upon a Tower,GAME,18,4,37139,49000000,1000000,1,0,Everyone 10+,3,Action,nan,24/01/2018,8,4.1
1362,TEKKENâ„¢,GAME,18,4,147791,38000000,5000000,1,0,Teen,2,Action,nan,26/07/2018,1.3,5
1363,diep.io,GAME,18,4,347883,20000000,10000000,1,0,Everyone,1,Action,nan,16/03/2018,1.2.7,4.0.3
1364,Dragon Hills,GAME,18,4,354373,66000000,10000000,1,0,Everyone 10+,3,Action,nan,10/12/2017,1.2.7,4.1
1365,Bus Rush: Subway Edition,GAME,18,4,753043,57000000,100000000,1,0,Teen,2,Action,nan,08/01/2018,1.15.2,4.0.3
1366,DC Super Hero Girlsâ„¢,GAME,18,4,43055,95000000,5000000,1,0,Everyone,1,Action,Action & Adventure,29/06/2018,2.8.0,4
1367,Runner 3d like,GAME,18,4,559,32000000,100000,1,0,Everyone 10+,3,Action,nan,08/03/2018,1.0.7,4
1368,War Robots,GAME,18,4,3073251,33000000,50000000,1,0,Everyone 10+,3,Action,nan,25/07/2018,4.1.1,4.1
1369,Dinosaur Simulator: Dino World,GAME,18,4,26649,66000000,5000000,1,0,Teen,2,Action,nan,08/05/2018,1.2,4.2
1370,GUNSHIP BATTLE: Helicopter 3D,GAME,18,4,2151039,75000000,50000000,1,0,Teen,2,Action,nan,08/01/2018,2.6.61,4.0.3
1371,Quiz: Logo game,GAME,18,4,306764,29000000,10000000,1,0,Everyone,1,Trivia,nan,08/03/2018,6.2,4.0.3
1372,Candy Crush Saga,GAME,18,4,22430188,74000000,500000000,1,0,Everyone,1,Casual,nan,07/05/2018,1.129.0.2,4.1
1373,Plants vs. Zombies FREE,GAME,18,4,4067651,69000000,100000000,1,0,Everyone 10+,3,Strategy,nan,07/06/2018,2.2.00,4.1
1374,Block Puzzle,GAME,18,4,59907,7800000,5000000,1,0,Everyone,1,Puzzle,nan,03/06/2018,2.9,2.3
1375,Helix Jump,GAME,18,4,1500622,33000000,100000000,1,0,Everyone,1,Action,nan,04/09/2018,1.0.6,4.1
1376,8 Ball Pool,GAME,18,4,14201604,52000000,100000000,1,0,Everyone,1,Sports,nan,31/07/2018,4.0.0,4.0.3
1377,Jewels Legend - Match 3 Puzzle,GAME,18,4,280098,50000000,10000000,1,0,Everyone,1,Arcade,nan,20/07/2018,2.11.2,4.0.3
1378,Bubble Shooter,GAME,18,4,148990,46000000,10000000,1,0,Everyone,1,Casual,nan,17/07/2018,1.20.1,4.0.3
1379,Bubble Shooter Genies,GAME,18,4,26985,41000000,5000000,1,0,Everyone,1,Casual,nan,06/04/2018,1.9.1,4.0.3
1380,Blossom Blast Saga,GAME,18,4,1125438,63000000,10000000,1,0,Everyone,1,Casual,nan,07/05/2018,57.0.8,4.0.3
1381,Traffic Racer,GAME,18,4,5387781,53000000,100000000,1,0,Everyone,1,Racing,nan,27/02/2018,2.5,4.1
1382,Hill Climb Racing,GAME,18,4,8923847,63000000,100000000,1,0,Everyone,1,Racing,nan,07/02/2018,1.37.2,4.2
1383,Earn to Die 2,GAME,18,4,1327269,99000000,50000000,1,0,Teen,2,Racing,nan,04/12/2017,1.3,2.3.3
1384,Candy Bomb,GAME,18,4,42145,20000000,10000000,1,0,Everyone,1,Casual,Brain Games,07/04/2018,2.9.3181,4.0.3
1385,Flow Free,GAME,18,4,1295625,11000000,100000000,1,0,Everyone,1,Puzzle,nan,04/11/2018,4,4.1
1386,Zombie Catchers,GAME,18,4,990796,75000000,10000000,1,0,Everyone,1,Action,nan,24/05/2018,1.0.27,4.1
1387,Gems or jewels ?,GAME,18,4,171448,13000000,10000000,1,0,Teen,2,Puzzle,nan,08/03/2018,1.0.109,4
1388,Angry Birds Rio,GAME,18,4,2610680,46000000,100000000,1,0,Everyone,1,Arcade,nan,07/03/2018,2.6.9,4.1
1389,Candy Crush Jelly Saga,GAME,18,4,1300619,78000000,50000000,1,0,Everyone,1,Puzzle,nan,20/07/2018,2.1.10,4
1390,Cut the Rope FULL FREE,GAME,18,4,2123793,49000000,100000000,1,0,Everyone,1,Puzzle,nan,07/05/2018,3.7.2,4.1
1391,Jewels Star: OZ adventure,GAME,18,4,21892,14000000,1000000,1,0,Everyone,1,Puzzle,nan,29/12/2017,1.3,4
1392,Hungry Shark Evolution,GAME,18,4,6074627,100000000,100000000,1,0,Teen,2,Arcade,nan,25/07/2018,6.0.0,4.1
1393,Angry Birds Classic,GAME,18,4,5566908,97000000,100000000,1,0,Everyone,1,Arcade,nan,24/05/2018,7.9.3,4.1
1394,Jewels classic Prince,GAME,18,4,47644,15000000,5000000,1,0,Everyone,1,Puzzle,nan,15/06/2018,2.4.2,4
1395,Fruit Block - Puzzle Legend,GAME,18,4,125647,33000000,10000000,1,0,Everyone,1,Casual,nan,23/07/2018,60,4.1
1396,Swamp Attack,GAME,18,4,2119235,70000000,50000000,1,0,Everyone 10+,3,Action,nan,29/06/2018,3.0.1,4.1
1397,1LINE â€“ One Line with One Touch,GAME,18,4,214878,10000000,10000000,1,0,Everyone,1,Board,nan,08/03/2018,2.0.4,4.1
1398,Stick War: Legacy,GAME,18,4,811040,77000000,10000000,1,0,Teen,2,Strategy,nan,05/10/2018,1.7.04,4.4
1399,Block Puzzle Classic Legend !,GAME,18,4,17044,4900000,5000000,1,0,Everyone,1,Puzzle,nan,13/04/2018,2.9,2.3.3
1400,Pixel Art: Color by Number Game,GAME,18,4,1125566,25000000,10000000,1,0,Everyone,1,Puzzle,nan,17/07/2018,3.9.2,4.3
1401,Score! Hero,GAME,18,4,5419676,96000000,100000000,1,0,Everyone,1,Sports,nan,13/06/2018,1.751,4.4
1402,Super Jabber Jump 3,GAME,18,4,34494,23000000,5000000,1,0,Everyone 10+,3,Arcade,nan,07/11/2018,2.5.3182,2.3
1403,Rush,GAME,18,4,260651,51000000,10000000,1,0,Everyone,1,Arcade,nan,14/02/2018,1.1,4
1404,Jetpack Joyride,GAME,18,4,4638163,96000000,100000000,1,0,Everyone 10+,3,Arcade,nan,19/07/2018,1.10.12,4.1
1405,Farm Heroes Saga,GAME,18,4,7614407,70000000,100000000,1,0,Everyone,1,Casual,nan,26/07/2018,5.1.8,2.3
1406,Racing in Car 2,GAME,18,4,234110,38000000,50000000,1,0,Everyone,1,Racing,nan,22/11/2016,1,2.3.3
1407,Dog Run - Pet Dog Simulator,GAME,18,4,48615,24000000,10000000,1,0,Everyone,1,Simulation,Action & Adventure,22/05/2018,1.4.12,4.1
